Heosemys annandalii
Cyprinus fuxianensis
Ptychidio jordani
Cyprinus yunnanensis
Anabarilius andersoni
Poropuntius chonglingchungi
Peripatopsis leonina
Lamprotula triclava
Trichomycterus venulosus
Pachnodus oxoniensis
Dupontia levensonia
Conturbatia crenata
Glabrennea silhouettensis
Priodiscus spinosus
Stomacosmethis balingensis
Hypselostoma elephas
Opisthostoma thersites
Bensonella serpa
Gyliotrachela luctans
Opisthostoma trapezium
Rhombuniopsis tauriformis
Margarya monodi
Margarya yangtsunghaiensis
Schizothorax raraensis
Schistura papulifera
Schizothorax nepalensis
Schizothorax integrilabiatus
Pseudagrion mascagnii
Zygonychidium gracile
Elattoneura pluotae
Protosticta plicata
Atherinella jiloaensis
Haplochromis crocopeplus
Cyprinus qionghaiensis
Cuneopsis demangei
Lamprotula crassa
Alzoniella iberopyrenaica
Alzoniella marianae
Pseudobithynia falniowskii
Bythinella lunzensis
Pontobelgrandiella bachkovoensis
Bythinella gloeeri
Grossuana thracica
Bythinella markovi
Allium corsicum
Patellifolia webbiana
Puntius deccanensis
Barbodes wynaadensis
Hemibagrus punctatus
Parapsilorhynchus prateri
Mesonoemacheilus herrei
Psilorhynchus tenura
Glyptothorax kudremukhensis
Paracontias minimus
Lygodactylus mirabilis
Calumma hafahafa
Phelsuma masohoala
Pseudoacontias menamainty
Pseudoxyrhopus ankafinaensis
Brookesia bonsi
Compsophis vinckei
Xenotyphlops grandidieri
Gabbia alticola
Placostylus bivaricosus
Platyops sterreri
Plethobasus cicatricosus
Plethobasus cooperianus
Anapistula ataecina
Pleurobema clava
Pleurobema marshalli
Pleurobema plenum
Pleurobema chattanoogaense
Parvaspina collina
Pleurobema furvum
Pleurobema georgianum
Pleurobema gibberum
Eriocaulon rouxianum
Isachne meeboldii
Rotala malabarica
Eriocaulon sivarajanii
Hygrophila madurensis
Ischaemum jayachandranii
Fimbristylis hirsutifolia
Isachne veldkampii
Eriocaulon ratnagiricum
Eriocaulon santapaui
Eriocaulon bolei
Eriocaulon sharmae
Leptoxis melanoides
Callerya neocaledonica
Canavalia favieri
Eugenia sp. nov. 'lepredourii'
Ochrosia inventorum
Limonium calabrum
Limonium sibthorpianum
Turbina inopinata
Tinadendron noumeanum
Dianthus morisianus
Centaurea corensis
Callianthemum kernerianum
Canavalia veillonii
Antrisocopia prehensilis
Paracontias rothschildi
Sonneratia griffithii
Bruguiera hainesii
Cyperus microumbellatus
Popenaias popeii
Vicia costae
Vicia ferreirensis
Sinapidendron angustifolium
Crambe feuillei
Crambe wildpretii
Crambe tamadabensis
Allocnemis maccleeryi
Ceratoglanis pachynema
Catlocarpio siamensis
Balantiocheilos ambusticauda
Scaphognathops theunensis
Datnioides pulcher
Systomus compressiformis
Schistura leukensis
Schistura nasifilis
Procambarus attiguus
Procambarus delicatus
Procambarus morrisi
Procaris chacei
Teleogramma brichardi
Prodontria lewisi
Haplochromis dentex
Haplochromis flavipinnis
Haplochromis longirostris
Haplochromis macrognathus
Haplochromis nanoserranus
Haplochromis percoides
Haplochromis perrieri
Haplochromis xenostoma
Paraclinus walkeri
Haplochromis cassius
Cherax leckii
Melanopsis brevicula
Heideella sp. nov. 'valai'
Pseudogibbula cara
Pseudamnicola leprevieri
Iglica soussensis
Pseudocleopatra dartevellei
Melanoides agglutinans
Septariellina congolensis
Anodonta pallaryi
Giustia mellalensis
Melanopsis chlorotica
Gabbiella matadina
Potadoma wansoni
Anodonta lucasi
Pisidium ethiopicum
Attebania bernasconii
Giustia costata
Incertihydrobia teesdalei
Jubaia aethiopica
Segmentorbis excavatus
Melanopsis saharica
Hydrobia rheophila
Pseudunio marocanus
Unio foucauldianus
Mercuria punica
Pseudogibbula duponti
Valvatorbis mauritii
Giustia saidai
Xyris exigua
Isoetes nigroreticulata
Cadiscus aquaticus
Ledermanniella sanagaensis
Rotala robynsiana
Cyperus flavoculmis
Isoetes stephanseniae
Drosera katangensis
Oxalis natans
Cotula myriophylloides
Isoetes wormaldii
Oxalis uliginosa
Drosera insolita
Ledermanniella batangensis
Zehnderia microgyna
Winklerella dichotoma
Dicraeanthus zehnderi
Pseudoniphargus grandimanus
Haplochromis apogonoides
Haplochromis hiatus
Haplochromis vonlinnei
Haplochromis ushindi
Haplochromis iris
Haplochromis cinctus
Haplochromis theliodon
Haplochromis coprologus
Haplochromis sphex
Haplochromis dichrourus
Haplochromis teunisrasi
Haplochromis plutonius
Haplochromis parvidens
Haplochromis obesus
Haplochromis bareli
Haplochromis antleter
Haplochromis cnester
Haplochromis katunzii
Haplochromis sulphureus
Haplochromis pancitrinus
Haplochromis ptistes
Haplochromis pyrrhopteryx
Trigonostigma somphongsi
Schistura tenura
Sewellia albisuera
Schistura spiloptera
Sewellia breviventralis
Haplochromis granti
Pungu maclareni
Hemistomia xaracuu
Dreissena caspia
Crosseana crosseana
Hemistomia aquilonaris
Tropinauta sinusdulcensis
Leiorhagium granum
Hemistomia lacinia
Leiorhagium mussorgskyi
Lymnaea arachleica
Hemistomia yalayu
Pyrenaearia molae
Hemistomia gorotitei
Delavaya dianchiensis
Pyrgulopsis neomexicana
Pyxis planicauda
Quadrula fragosa
Theliderma sparsa
Theliderma stapes
Quadrula couchiana
Theliderma tuberosa
Radiocentrum avalonense
Radioconus goeldi
Seychellea sechellarum
Garnotia sechellensis
Napaeus teobaldoi
Paracontias fasika
Nymphoides sivarajanii
Nymphoides macrospermum
Renea bourguignatiana
Belgrandia alcoaensis
Terniopsis ubonensis
Aquadulcaris pheronyx
Pseudobithynia euboeensis
Micromeria glomerata
Eptatretus octatrema
Rhysoconcha variumbilicata
Rhytida clarki
Rhytida oconnori
Ruatara koarana
Sarotherodon caroli
Sarotherodon linnellii
Sarotherodon lohbergeri
Sarotherodon steinbachi
Asplenium complanatum
Trichomanes fulgens
Schayera baiulus
Hemidactylus dracaenacolus
Sebastes paucispinis
Devillea flagelliformis
Siphonaria compressa
Somatogyrus crassus
Somatogyrus coosaensis
Somatogyrus currierianus
Somatogyrus hendersoni
Somatogyrus humerosus
Somatogyrus nanus
Somatogyrus pygmaeus
Somatogyrus quadratus
Somatogyrus strengi
Somatogyrus tennesseensis
Somersiella sterreri
Spelaeoecia bermudensis
Speleoithona bermudensis
Speleoperipatus spelaeus
Speleophria bivexilla
Speleophria scottodicarloi
Sphaerophysa dianchiensis
Stereolepis gigas
Stomatepia mariae
Stomatepia mongo
Stomatepia pindu
Streptocephalus moorei
Armsia petasus
Tettigidea empedonepia
Theba arinagae
Thermosphaeroma dugesi
Thermosphaeroma smithi
Thermosphaeroma cavicauda
Thermosphaeroma macrura
Coptodon bakossiorum
Coptodon bemini
Coptodon bythobates
Coptodon flavus
Coptodon gutturosus
Coptodon imbrifernus
Coptodon snyderae
Coptodon spongotroktis
Coptodon thysi
Haplochromis barbarae
Haplochromis brownae
Haplochromis latifasciatus
Haplochromis martini
Trochochlamys ogasawarana
Xerocrassa pseudojacosta
Tropidoptera heliciformis
Typhlatya iliffei
Venustaconcha trabalis
Villosa perpurpurea
Montivipera wagneri
Vipera darevskii
Zilchogyra paulistana
Zingis radiolata
Atlantasellus cavernicolus
Barbouria cubensis
Beddomeia tumida
Belgrandiella austriana
Belgrandiella parreyssii
Belgrandiella styriaca
Belgrandiella ganslmayri
Belgrandiella mimula
Belgrandiella pelerei
Bellamya mweruensis
Bellamya pagodiformis
Arubolana aruboides
Bermudamysis speluncola
Betta simplex
Bermudagidiella bermudiensis
Boninthemis insularis
Juniperus bermudiana
Abies numidica
Hibiscadelphus giffardianus
Campnosperma seychellarum
Branchinecta belki
Branchinecta mexicana
Aphanocalyx hedinii
Centaurodendron dracaenoides
Centaurodendron palmiforme
Dendroseris litoralis
Dendroseris macrantha
Dendroseris marginata
Ficus lateriflora
Eugenia bojeri
Zanthoxylum heterophyllum
Olax psittacorum
Myrsine seychellarum
Grisollea thomassetii
Rothmannia annae
Drypetes riseleyi
Croton vaughanii
Badula platyphylla
Badula reticulata
Xylopia amplexicaulis
Xylopia lamarckii
Weinmannia tinctoria
Dendrocephalus lithaca
Elaeocarpus bojeri
Elaeocarpus integrifolius
Casearia mauritiana
Maytenus williamsii
Pouteria euryphylla
Hibiscadelphus hualalaiensis
Calophyllum cuneifolium
Tontelea hondurensis
Poupartia borbonica
Cyanea procera
Diospyros moonii
Kayea stylosa
Dipterocarpus hispidus
Hopea jucunda
Diospyros rheophytica
Styrax portoricensis
Ternstroemia luquillensis
Taxus floridana
Ternstroemia subsessilis
Torreya taxifolia
Clermontia pyrularia
Colubrina oppositifolia
Gardenia brighamii
Kokia drynarioides
Neraudia ovata
Pleodendron macranthum
Psidium sintenisii
Urera kaalae
Xylosma peltata
Neisosperma thiollierei
Eugenia wynadensis
Citrus undulata
Canarium whitei
Euonymus pallidifolia
Memecylon sisparense
Ixora johnsonii
Picea koyamae
Ilex khasiana
Gardenia mannii
Geniostoma clavigerum
Paulownia kawakamii
Croton macrocarpus
Sauropus elegantissimus
Castanopsis catappifolia
Eugenia camptophylla
Eugenia klossii
Eugenia scalarinervis
Eugenia gageana
Chrysophyllum claraense
Myrcia arenicola
Myrcia pozasiana
Carmichaelia muritai
Abies yuanbaoshanensis
Craigia kwangsiensis
Gleditsia vestita
Berberis nilghiriensis
Myristica yunnanensis
Pterospermum kingtungense
Pterospermum menglunense
Pterospermum yunnanense
Reevesia rotundifolia
Ulmus gaussenii
Sonneratia hainanensis
Lasianthus rhinophyllus
Pimenta paganii
Strychnos tetragona
Memecylon arnottianum
Memecylon elegantulum
Memecylon gardneri
Anodendron rhinosporum
Agrostistachys hookeri
Chaetocarpus pubescens
Sauropus assimilis
Dicellostyles axillaris
Memecylon orbiculare
Diplospora erythrospora
Hortonia angustifolia
Myrsine ceylanica
Allophylus hispidus
Bhesa nitidissima
Polyscias aemiliguineae
Polyscias neraudiana
Syzygium andamanicum
Polyscias gracilis
Polyscias paniculata
Dactyladenia dichotoma
Dactyladenia eketensis
Napoleonaea lutea
Napoleonaea reptans
Hymenostegia talbotii
Cassipourea eketensis
Bulimulus adelphus
Bulimulus eos
Bulimulus eschariferus
Bulimulus reibischi
Bulimulus hirsutus
Wendlandia andamanica
Bulimulus jacobi
Bulimulus lycodus
Bulimulus ochsneri
Bulimulus saeronius
Bulimulus sculpturatus
Bulimulus tanneri
Bulimulus wolfi
Couratari asterophora
Burramys parvus
Garcinia cadelliana
Kayea manii
Shorea leptoderma
Neonauclea gageana
Prismatomeris andamanica
Albizia vaughanii
Semecarpus ochraceus
Cyanea horrida
Cleistanthus robustus
Ostodes minor
Podadenia thwaitesii
Memecylon rhinophyllum
Walsura gardneri
Horsfieldia iryaghedhi
Eugenia insignis
Syzygium phyllyraeoides
Ochna rufescens
Chionanthus albidiflorus
Timonius jambosella
Uncaria thwaitesii
Symplocos versicolor
Polyscias lionnetii
Melicope zahlbruckneri
Ramosmania rodriguesii
Melicope mucronulata
Ilex subtriflora
Monteverdia harrisii
Myrcia asperorum
Myrcia acutissima
Ouratea elegans
Senecio lamarckianus
Reynosia jamaicensis
Wercklea flavovirens
Chionanthus proctorii
Ternstroemia granulata
Ternstroemia bullata
Stenostomum tomentosum
Ternstroemia glomerata
Guettarda longiflora
Eugenia rendlei
Eugenia polypora
Eugenia kellyana
Ravenia swartziana
Bhesa sinica
Mollinedia gilgiana
Vouacapoua americana
Bythinella cylindrica
Hesperomannia arbuscula
Polyscias gymnocarpa
Cyanea stictophylla
Bythiospeum cisterciensorum
Bythiospeum pfeifferi
Dendroseris berteroana
Bythiospeum tschapecki
Dendroseris pinnata
Dendroseris pruinata
Dendroseris regia
Pandanus palustris
Horsfieldia sessilifolia
Diospyros vaccinioides
Calodendrum eickii
Pandanus carmichaelii
Badula crassa
Pandanus pyramidalis
Hernandia temarii
Xanthostemon glaucus
Osmoxylon mariannense
Buddleja formosana
Citrus taiwanica
Aniba pedicellata
Didymocheton pachypodus
Chrysophyllum euryphyllum
Solanum ovum-fringillae
Portlandia albiflora
Perebea glabrifolia
Pouteria polysepala
Pouteria subsessilifolia
Pradosia verrucosa
Sideroxylon rubiginosum
Bonnetia ptariensis
Freziera inaequilatera
Freziera subintegrifolia
Chionanthus fluminensis
Aglaia heterotricha
Aglaia pleuropteris
Cambarus zophonastes
Cambarus obeyensis
Cambarus aculabrum
Cambarus subterraneus
Cambarus tartarus
Dehaasia chatacea
Heptapleurum kuchingense
Pittosporum coriaceum
Syzygium ampliflorum
Meryta brachypoda
Calycorectes schottianus
Eugenia rheophytica
Schumacheria alnifolia
Syzygium cyclophyllum
Semecarpus pseudoemarginatus
Acanthophoenix rubra
Halfordia papuana
Inga enterolobioides
Diospyros mollissima
Carpoxylon macrospermum
Hyophorbe amaricaulis
Balaka insularis
Hyophorbe lagenicaulis
Hyophorbe vaughanii
Loxococcus rupicola
Pritchardia affinis
Pritchardia aylmer-robinsonii
Pritchardia munroi
Pritchardia schattaueri
Ravenea moorei
Croton lawianus
Tectiphiala ferox
Scalesia atractyloides
Scalesia divisa
Pritchardia limahuliensis
Ficus angladei
Pittosporum viridulum
Prunus carolinae
Prunus ernestii
Astrocaryum minus
Bactris nancibaensis
Lepidopilum grevilleanum
Neckeropsis pocsii
Pinnatella limbata
Ozobryum ogalalense
Linum cratericola
Limbella fryei
Fissidens hydropogon
Brymela tutezona
Taxitheliella richardsii
Bazzania bhutanica
Kurzia sinensis
Phycolepidozia exigua
Schistochila undulatifolia
Spruceanthus theobromae
Sphaerolejeunea umbilicata
Myriocolea irrorata
Bryopteris gaudichaudii
Drepanolejeunea senticosa
Vandiemenia ratkowskiana
Aglaothorax longipennis
Faujasiopsis reticulata
Phyllanthus revaughanii
Hibiscus fragilis
Eugenia hastilis
Eugenia crassipetala
Eugenia vaughanii
Pandanus microcarpus
Gaertnera hirtiflora
Gaertnera longifolia
Gaertnera truncata
Pilea laevicaulis
Pilea pollicaris
Memecylon myrtiforne
Monarrhenus salicifolius
Ocotea lancilimba
Pilea cataractae
Psiadia cataractae
Syzygium guehoi
Tambourissa cocottensis
Tambourissa pedicellata
Tetrataxis salicifolia
Barleria observatrix
Cylindrocline commersonii
Claoxylon linostachys
Chassalia capitata
Zornia vaughaniana
Begonia salaziensis
Pararistolochia preussii
Liparis goodyeroides
Polystachya victoriae
Belonophora ongensis
Hoplestigma pierreanum
Plectranthus dissitiflorus
Englerodendron leptorrhachis
Crudia bibundina
Ardisia etindensis
Ardisia oligantha
Ardisia schlechteri
Synsepalum brenanii
Afrothismia pachyantha
Oxygyne triandra
Bulbophyllum filiforme
Macledium pretoriense
Khadia beswickii
Nepenthes dubia
Nepenthes macrophylla
Sarracenia oreophila
Newtonia camerunensis
Eugenia gilgii
Ledermanniella keayi
Saxicolella marginalis
Dombeya ledermannii
Chassalia laikomensis
Oxyanthus okuensis
Inflectarius magazinensis
Natalina beyrichi
Boucardicus simplex
Boucardicus fortistriatus
Boucardicus fidimananai
Nepenthes lavicola
Cookeconcha contorta
Endodonta apiculata
Cerion nanus
Bomarea angustifolia
Bomarea goniocaulon
Bomarea graminifolia
Bomarea hartwegii
Bomarea longipes
Carlowrightia ecuadoriana
Dicliptera dodsonii
Psilanthele eggersii
Sanchezia lampra
Anthurium coerulescens
Annona hystricoides
Mandevilla jamesonii
Prestonia parvifolia
Prestonia schumanniana
Anthurium tenuicaule
Philodendron balaoanum
Philodendron cruentospathum
Philodendron nanegalense
Philodendron pogonocaule
Cynanchum velutinum
Matelea ecuadorensis
Matelea orthoneura
Syngonium dodsonianum
Matelea sprucei
Metalepis gentryi
Metalepis haughtii
Achyrocline glandulosa
Achyrocline mollis
Cynanchum densiflorum
Begonia asympeltata
Cynanchum serpyllifolium
Cynanchum spruceanum
Aetheolaena hypoleuca
Aetheolaena ledifolia
Aetheolaena pichinchensis
Draba ecuadoriana
Baccharis aretioides
Baccharis fusca
Bidens simplicifolia
Guzmania lepidota
Guzmania poortmanii
Draba violacea
Pitcairnia elliptica
Guzmania striata
Dasphyllum lehmannii
Tillandsia dyeriana
Egletes humifusa
Elaphandra retroflexa
Erigeron adscendens
Burmeistera rubrosepala
Gnaphalium sodiroi
Centropogon albostellatus
Hieracium debile
Burmeistera asplundii
Centropogon brachysiphoniatus
Centropogon cazaletii
Siphocampylus uncipes
Centropogon pilalensis
Centropogon solisii
Centropogon uncinatus
Siphocampylus loxensis
Podandrogyne trichopus
Viburnum divaricatum
Arenaria radians
Elaphoglossum jamesonii
Elaphoglossum longissimum
Elaphoglossum sprucei
Elaphoglossum trichophorum
Ctenitis palatangana
Hymenophyllum contractile
Hymenophyllum helicoideum
Hymenophyllum tenerum
Elaphoglossum actinolepis
Elaphoglossum angamarcanum
Elaphoglossum bonapartii
Elaphoglossum chodatii
Elaphoglossum christii
Elaphoglossum cladotrichium
Elaphoglossum corazonense
Elaphoglossum gossypinum
Elaphoglossum gracilipes
Elaphoglossum pellucidum
Elaphoglossum polytrichum
Elaphoglossum pteropodum
Elaphoglossum sodiroi
Mikania andrei
Melpomene brevipes
Polypodium abitaguae
Amauropelta bonapartii
Mikania iserniana
Mikania jamesonii
Mikania seemannii
Mikania stereolepis
Mikania tafallana
Viguiera media
Wedelia oxylepis
Niphogeton sprucei
Stelechantha arcuata
Psychotria bimbiensis
Psychotria moliwensis
Psychotria moseskemei
Talamancalia putcalensis
Atriplex plebeja
Bulimulus achatellinus
Bulimulus adserseni
Anogramma ascensionis
Bulimulus chemitzioides
Erioderma pedicellatum
Bulimulus curtus
Bulimulus deridderi
Abutilon eremitopetalum
Bulimulus duncanus
Abutilon sandwicense
Bulimulus galapaganus
Abutilon menziesii
Bulimulus habeli
Phyllostegia kaalaensis
Bulimulus indefatigabilis
Bulimulus sp. nov. 'josevillani'
Bulimulus sp. nov. 'krameri'
Bulimulus sp. nov. 'nilsodhneri'
Delosperma macellum
Cyanea crispa
Cyanea dunbariae
Cyanea gibsonii
Cyanea glabra
Bulimulus sp. nov. 'tuideroyi'
Bulimulus sp. nov. 'vanmoli'
Cyanea st-johnii
Cyrtandra kaulantha
Cyrtandra polyantha
Gouania vitifolia
Phyllostegia mollis
Geniostoma cyrtandrae
Lobelia monostachya
Cyanea acuminata
Cyanea asplenifolia
Cyanea calycina
Argyroxiphium kauense
Bidens wiebkei
Ctenosaura oaxacana
Canavalia molokaiensis
Canavalia pubescens
Ctenitis squamigera
Bonamia menziesii
Schenkia sebaeoides
Cyanea hamatiflora
Alectryon macrococcus
Euphorbia remyi
Euphorbia ankazobensis
Euphorbia berorohae
Euphorbia iharanae
Euphorbia capmanambatoensis
Euphorbia cap-saintemariensis
Euphorbia millotii
Euphorbia geroldii
Euphorbia kondoi
Euphorbia labatii
Euphorbia pachypodioides
Euphorbia parvicyathophora
Euphorbia razafindratsirae
Euphorbia tulearensis
Opisthostoma perspectivum
Opisthostoma jucundum
Opisthostoma mirabile
Opisthostoma decrespignyi
Opisthostoma inornatum
Opisthostoma otostoma
Opisthostoma fraternum
Arinia boreoborneensis
Arinia simplex
Arinia oviformis
Arinia dentifera
Diplommatina madaiensis
Diplommatina cacuminulus
Gulella puzeyi
Gulella salpinx
Trachycystis clifdeni
Trachycystis placenta
Duvaliandra dioscoridis
Cadaba insularis
Pelargonium insularis
Euphorbia quitensis
Hypericum hartwegii
Connarus ecuadorensis
Argythamnia macrantha
Flueggea elliptica
Asplundia clementinae
Asplundia lutea
Carex lepida
Carex tessellata
Cyperus multifolius
Acalypha ecuadorica
Acalypha eggersii
Phyllanthus millei
Bauhinia seminarioi
Browneopsis macrofoliolata
Geranium antisanae
Phaseolus rimbachii
Columnea asteroloma
Columnea manabiana
Columnea poortmannii
Diastema incisum
Gasteranthus atratus
Gasteranthus extinctus
Monopyle paniculata
Hyptis argutifolia
Odontocarya perforata
Dactyladenia johnstonei
Crotonogyne impedita
Phyllanthus caesiifolius
Phyllanthus nyale
Hyptis diversifolia
Oxalis norlindiana
Nasa ferox
Stigmaphyllon nudiflorum
Goeppertia dodsonii
Goeppertia petersenii
Peperomia albovittata
Peperomia glandulosa
Peperomia guayaquilensis
Peperomia leucorrhachis
Peperomia litana
Peperomia micromerioides
Peperomia mitchelioides
Peperomia parvilimba
Peperomia peploides
Peperomia petraea
Peperomia pichinchae
Miconia benoistii
